Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Description	GO Biological Process	GO Molecular Function	GO Cellular Component	GO Term	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Batch	Control Type	Control Comments	Quality Control	Channels	Comments
P101	57	E9	P101_E9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR027W	UIP3		Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family	biological_process	molecular_function	"nucleus, endomembrane system"	"biological_process, endomembrane system, molecular_function, nucleus"			01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	58	E10	P101_E10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR028W			"Putative integral membrane protein, member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			01_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	59	E11	P101_E11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR029W			Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	biological_process	molecular_function	cytoplasm	"biological_process, cytoplasm, molecular_function"			01_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	60	E12	P101_E12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR031W	PRM9		"Pheromone-regulated protein with 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family"	vesicle organization	molecular_function	"membrane, endoplasmic reticulum, plasma membrane, cytoplasm"	"endoplasmic reticulum, membrane, molecular_function, organelle organization and biogenesis, plasma membrane, response to chemical stimulus"			01_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	61	F1	P101_F1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR030C			"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	62	F2	P101_F2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR035W	YAT1		"Outer mitochondrial carnitine acetyltransferase, minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated"	"cellular amino acid and derivative metabolic process, vitamin metabolic process"	transferase activity	"mitochondrion, cytoplasm"	"amino acid and derivative metabolic process, mitochondrion, other, transferase activity, vitamin metabolic process"			01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	63	F3	P101_F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR037W										01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	64	F4	P101_F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR040C										01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	65	F5	P101_F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR042W	SWH1	OSH1;YAR044W	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats; localizes to the Golgi and the nucleus-vacuole junction	"transport, vesicle-mediated transport, cellular membrane organization"	"lipid binding, transporter activity"	"nucleus, endomembrane system, endoplasmic reticulum, Golgi apparatus, cytoplasm"	"Golgi apparatus, anatomical structure morphogenesis, cytoplasm, endomembrane system, endoplasmic reticulum, lipid binding, membrane organization and biogenesis, nucleus, transport, vesicle-mediated transport"			01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	66	F6	P101_F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR043C-a										01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	67	F7	P101_F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR044W										01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	68	F8	P101_F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4739	YAR047C			"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			01_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	69	F9	P101_F9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL001W	DNM1		Dynamin-related GTPase required for mitochondrial fission and morphology; assembles on the cytoplasmic face of mitochondrial tubules at sites at which division will occur; also participates in endocytosis and regulating peroxisome abundance	"mitochondrion organization, peroxisome organization, protein complex biogenesis"	"hydrolase activity, protein binding"	"peroxisome, mitochondrion, membrane, mitochondrial envelope, cytoplasm"	"cytoplasm, hydrolase activity, membrane, mitochondrial envelope, mitochondrion, organelle organization and biogenesis, other, protein binding"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	70	F10	P101_F10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL002W	RTT109	KAT11;REM50;KIM2	Histone acetyltransferase critical for cell survival in the presence of DNA damage during S phase; acetylates H3-K56 and H3-K9; involved in non-homologous end joining and in regulation of Ty1 transposition; interacts physically with Vps75p	"transcription, transposition, protein modification process, response to stress, chromosome organization, DNA metabolic process, RNA metabolic process"	transferase activity	nucleus	"DNA metabolic process, nucleus, organelle organization and biogenesis, protein modification process, response to stress, transferase activity, transposition"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	71	F11	P101_F11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL005C	SPO75		"Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensable for both nuclear divisions during meiosis"	"sporulation resulting in formation of a cellular spore, cellular component morphogenesis"	molecular_function	cellular_component	"cell wall organization and biogenesis, cellular_component, molecular_function, sporulation"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	72	F12	P101_F12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL010C	PSR1		"Plasma membrane associated protein phosphatase involved in the general stress response; required along with binding partner Whi2p for full activation of STRE-mediated gene expression, possibly through dephosphorylation of Msn2p"	response to stress	"phosphoprotein phosphatase activity, hydrolase activity"	"membrane, plasma membrane"	"phosphoprotein phosphatase activity, plasma membrane, response to stress"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	73	G1	P101_G1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL012W	YEH1		"Steryl ester hydrolase, one of three gene products (Yeh1p, Yeh2p, Tgl1p) responsible for steryl ester hydrolase activity and involved in sterol homeostasis; localized to lipid particle membranes"	other	hydrolase activity	"membrane, cytoplasm"	"cytoplasm, hydrolase activity, lipid metabolic process, membrane"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	74	G2	P101_G2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL013C	PUF3		"Protein of the mitochondrial outer surface, links the Arp2/3 complex with the mitochore during anterograde mitochondrial movement; also binds to and promotes degradation of mRNAs for select nuclear-encoded mitochondrial proteins"	"mitochondrion organization, generation of precursor metabolites and energy, cellular respiration, RNA metabolic process"	RNA binding	"mitochondrion, membrane, mitochondrial envelope, cytoplasm"	"RNA binding, RNA metabolic process, cellular respiration, cytoplasm, generation of precursor metabolites and energy, membrane, mitochondrial envelope, mitochondrion, organelle organization and biogenesis, other"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	75	G3	P101_G3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL014W	EMC6		Member of a transmembrane complex required for efficient folding of proteins in the ER; null mutant displays induction of the unfolded protein response	protein folding	molecular_function	"endoplasmic reticulum, cytoplasm"	"biological_process, endoplasmic reticulum, molecular_function"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	76	G4	P101_G4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL015W	BPT1		"ABC type transmembrane transporter of MRP/CFTR family, found in vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p"	transport	transporter activity	"membrane, vacuole, cytoplasm"	"cytoplasm, membrane, transport, transporter activity, vacuole"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	77	G5	P101_G5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL016W										12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	78	G6	P101_G6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL017W										12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	79	G7	P101_G7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL019C	KNS1	L124	"Nonessential putative protein kinase of unknown cellular role; member of the LAMMER family of protein kinases, which are serine/threonine kinases also capable of phosphorylating tyrosine residues"	protein modification process	"transferase activity, protein kinase activity"	cellular_component	"cellular_component, protein kinase activity, protein modification process, transferase activity"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	80	G8	P101_G8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL020C			"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene KNS1"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	81	G9	P101_G9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL021W	SPA2	PEA1;FUS6	"Component of the polarisome, which functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate"	"cell budding, signaling process, cytoskeleton organization, cytokinesis, response to chemical stimulus, conjugation, pseudohyphal growth, cellular component morphogenesis, cell cycle"	protein binding	"cell cortex, cellular bud, site of polarized growth, cytoplasm"	"anatomical structure morphogenesis, cell budding, cell cortex, cellular bud, conjugation, cytokinesis, cytoplasm, cytoskeleton organization and biogenesis, organelle organization and biogenesis, other, protein binding, pseudohyphal growth, response to chemical stimulus, signal transduction, site of polarized growth"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	82	G10	P101_G10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL023C	POM33		"Transmembrane nucleoporin involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p"	nucleus organization	molecular_function	"nucleus, endomembrane system, ribosome, membrane, endoplasmic reticulum, cytoplasm"	"biological_process, endoplasmic reticulum, molecular_function, ribosome"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	83	G11	P101_G11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL024C	SSA2	YG102	"ATP binding protein involved in protein folding and vacuolar import of proteins; member of heat shock protein 70 (HSP70) family; associated with the chaperonin-containing T-complex; present in the cytoplasm, vacuolar membrane and cell wall"	"transport, response to stress, protein folding"	"hydrolase activity, protein binding"	"membrane fraction, vacuole, mitochondrion, cell wall, membrane, cytoplasm"	"cell wall, cytoplasm, hydrolase activity, membrane, mitochondrion, other, protein binding, protein folding, response to stress, transport, vacuole"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	84	G12	P101_G12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL025W	PAU17		"Protein of unknown function, member of the seripauperin multigene family encoded mainly in subtelomeric regions; YLL025W is not an essential gene"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P101	85	H1	P101_H1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL026W	HSP104		"Heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation"	"response to stress, cellular carbohydrate metabolic process, protein folding, response to chemical stimulus"	"protein binding, hydrolase activity"	"nucleus, cytoplasm"	"cytoplasm, hydrolase activity, nucleus, protein binding, protein folding, response to stress"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	86	H2	P101_H2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL028W	TPO1		"Polyamine transporter that recognizes spermine, putrescine, and spermidine; catalyzes uptake of polyamines at alkaline pH and excretion at acidic pH; phosphorylation enhances activity and sorting to the plasma membrane"	transport	transporter activity	"cellular bud, membrane, vacuole, plasma membrane, cytoplasm"	"cellular bud, cytoplasm, membrane, plasma membrane, transport, transporter activity, vacuole"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
P101	87	H3	P101_H3																				annotation not available; images not available
P101	88	H4	P101_H4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YLL029W	FRA1	RUP2	"Protein involved in negative regulation of transcription of iron regulon; forms an iron independent complex with Fra2p, Grx3p, and Grx4p; cytosolic; mutant fails to repress transcription of iron regulon and is defective in spore formation"	"transcription, response to chemical stimulus, RNA metabolic process"	molecular_function	cytoplasm	"RNA metabolic process, cytoplasm, molecular_function, response to chemical stimulus, transcription"			12_1				DIC:cell structure;YFP:Rad52-YFP protein	
